Fecha,Equipo_Local,Equipo_Visitante,Torneo,Goles_Local,Goles_Visitante,Resultado_Real,Prediccion,Prediccion_Correcta,Prob_Derrota,Prob_Empate,Prob_Victoria,Forma_Local_Pts,Forma_Visit_Pts,Dif_Forma_Pts,H2H_Victorias,H2H_Empates,H2H_Derrotas,Campo_Neutral,Tipo_Torneo,Año,Mes,Conjunto_ML,Modelo
2002-06-06,Denmark,Senegal,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2681,0.2324,0.4995,12,10,2,1,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-06,Cameroon,Saudi Arabia,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.3114,0.2409,0.4478,4,9,-5,1,1,2,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-07,Argentina,England,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.3753,0.3112,0.3135,9,6,3,2,5,3,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-07,Spain,Paraguay,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.1496,0.2054,0.645,10,6,4,0,1,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-07,Sweden,Nigeria,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.3402,0.3191,0.3407,4,12,-8,1,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-08,South Africa,Slovenia,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2552,0.2542,0.4905,11,8,3,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-08,Brazil,China,FIFA World Cup,4.0,0.0,Victoria,Victoria,1,0.0913,0.1071,0.8017,13,2,11,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-08,Italy,Croatia,FIFA World Cup,1.0,2.0,Derrota,Victoria,0,0.2803,0.3036,0.4162,10,8,2,1,2,1,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-09,Mexico,Ecuador,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.1595,0.2821,0.5583,15,7,8,5,3,1,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-09,Japan,Russia,FIFA World Cup,1.0,0.0,Victoria,Derrota,0,0.4565,0.2685,0.2751,6,6,0,0,0,3,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-09,Costa Rica,Turkey,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2919,0.2221,0.486,4,4,0,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-10,South Korea,United States,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.1852,0.231,0.5838,8,9,-1,4,1,2,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-10,Portugal,Poland,FIFA World Cup,4.0,0.0,Victoria,Victoria,1,0.3241,0.2471,0.4288,5,6,-1,3,1,2,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-10,Tunisia,Belgium,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.3157,0.2451,0.4392,2,9,-7,1,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-11,Senegal,Uruguay,FIFA World Cup,3.0,3.0,Empate,Victoria,0,0.3278,0.2246,0.4477,10,7,3,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-11,Saudi Arabia,Republic of Ireland,FIFA World Cup,0.0,3.0,Derrota,Derrota,1,0.5084,0.2148,0.2769,9,8,1,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-11,Cameroon,Germany,FIFA World Cup,0.0,2.0,Derrota,Derrota,1,0.486,0.1854,0.3286,6,10,-4,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-11,Denmark,France,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.3466,0.2408,0.4126,13,5,8,4,1,5,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-12,South Africa,Spain,FIFA World Cup,2.0,3.0,Derrota,Victoria,0,0.3152,0.2544,0.4304,13,10,3,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-12,Sweden,Argentina,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.3236,0.2868,0.3896,6,8,-2,1,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-12,Nigeria,England,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.4644,0.2805,0.2551,9,9,0,0,0,1,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-12,Slovenia,Paraguay,FIFA World Cup,1.0,3.0,Derrota,Victoria,0,0.2187,0.2098,0.5715,7,5,2,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-13,Mexico,Italy,FIFA World Cup,1.0,1.0,Empate,Derrota,0,0.4437,0.3125,0.2437,15,7,8,0,3,6,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-13,Turkey,China,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.1733,0.1949,0.6318,5,1,4,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-13,Costa Rica,Brazil,FIFA World Cup,2.0,5.0,Derrota,Derrota,1,0.705,0.1769,0.118,4,13,-9,1,0,5,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-13,Ecuador,Croatia,FIFA World Cup,1.0,0.0,Victoria,Derrota,0,0.4759,0.2215,0.3027,4,10,-6,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-14,Japan,Tunisia,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1212,0.1783,0.7004,6,2,4,1,0,0,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-14,Poland,United States,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.359,0.2521,0.3889,3,10,-7,6,1,3,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-14,Belgium,Russia,FIFA World Cup,3.0,2.0,Victoria,Derrota,0,0.4768,0.2689,0.2543,9,6,3,1,1,4,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-14,South Korea,Portugal,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2254,0.2493,0.5253,8,7,1,0,0,0,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-15,Denmark,England,FIFA World Cup,0.0,3.0,Derrota,Derrota,1,0.4761,0.2968,0.2271,13,7,6,1,3,6,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-15,Germany,Paraguay,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1296,0.1463,0.7242,10,7,3,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-16,Spain,Republic of Ireland,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.1963,0.2601,0.5436,12,8,4,5,4,1,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-16,Sweden,Senegal,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.3911,0.2358,0.3731,6,8,-2,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-17,Brazil,Belgium,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1583,0.1577,0.684,15,11,4,2,0,1,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-17,Mexico,United States,FIFA World Cup,0.0,2.0,Derrota,Victoria,0,0.2969,0.2476,0.4555,13,7,6,5,2,3,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-18,South Korea,Italy,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2773,0.2707,0.452,8,5,3,0,0,1,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-18,Japan,Turkey,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.1731,0.2416,0.5853,8,7,1,1,0,0,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-21,Germany,United States,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1986,0.1642,0.6372,13,7,6,4,0,2,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-21,England,Brazil,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.4445,0.262,0.2936,9,15,-6,2,5,3,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-22,Senegal,Turkey,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.2882,0.2497,0.4621,11,7,4,0,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-22,South Korea,Spain,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.4237,0.259,0.3174,10,13,-3,0,1,1,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-25,South Korea,Germany,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.4469,0.2772,0.2759,11,13,-2,0,0,1,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-26,Brazil,Turkey,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1258,0.1515,0.7227,15,10,5,2,0,0,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-29,South Korea,Turkey,FIFA World Cup,2.0,3.0,Derrota,Derrota,1,0.418,0.2919,0.2901,8,10,-2,0,1,2,0,World Cup,2002,6,Entrenamiento,Gradient Boosting
2002-06-30,Germany,Brazil,FIFA World Cup,0.0,2.0,Derrota,Derrota,1,0.472,0.2517,0.2763,13,15,-2,2,2,6,1,World Cup,2002,6,Entrenamiento,Gradient Boosting
2006-06-09,Germany,Costa Rica,FIFA World Cup,4.0,2.0,Victoria,Victoria,1,0.1281,0.1675,0.7044,10,3,7,0,0,0,0,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-09,Poland,Ecuador,FIFA World Cup,0.0,2.0,Derrota,Victoria,0,0.1697,0.2209,0.6093,9,4,5,1,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-10,Argentina,Ivory Coast,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2329,0.2284,0.5387,6,6,0,1,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-10,England,Paraguay,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1335,0.1818,0.6848,15,6,9,2,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-10,Trinidad and Tobago,Sweden,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.4809,0.2358,0.2833,4,4,0,0,0,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-11,Mexico,Iran,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.3478,0.2196,0.4326,9,13,-4,1,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-11,Serbia,Netherlands,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.5265,0.2367,0.2368,10,10,0,0,0,2,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-11,Angola,Portugal,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.6068,0.1904,0.2027,6,13,-7,0,0,2,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-12,Australia,Japan,FIFA World Cup,3.0,1.0,Victoria,Derrota,0,0.3568,0.301,0.3421,13,8,5,3,3,4,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-12,Italy,Ghana,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.2998,0.2292,0.471,9,7,2,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-12,United States,Czech Republic,FIFA World Cup,0.0,3.0,Derrota,Derrota,1,0.4754,0.2529,0.2716,7,13,-6,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-13,Brazil,Croatia,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.0939,0.1054,0.8008,13,7,6,0,1,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-13,France,Switzerland,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.3047,0.3068,0.3885,10,8,2,4,3,3,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-13,South Korea,Togo,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.203,0.2487,0.5484,8,3,5,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-14,Spain,Ukraine,FIFA World Cup,4.0,0.0,Victoria,Victoria,1,0.279,0.3259,0.3952,11,11,0,1,1,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-14,Tunisia,Saudi Arabia,FIFA World Cup,2.0,2.0,Empate,Victoria,0,0.2736,0.266,0.4604,5,3,2,4,0,2,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-14,Germany,Poland,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.0911,0.1558,0.7531,13,6,7,7,3,0,0,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-15,Sweden,Paraguay,FIFA World Cup,1.0,0.0,Victoria,Derrota,0,0.4177,0.2673,0.315,4,5,-1,0,1,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-15,Ecuador,Costa Rica,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.185,0.2507,0.5643,4,0,4,2,5,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-15,England,Trinidad and Tobago,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1321,0.14,0.728,15,2,13,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-16,Mexico,Angola,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.1878,0.3308,0.4814,9,6,3,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-16,Netherlands,Ivory Coast,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2451,0.2739,0.481,13,5,8,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-16,Argentina,Serbia,FIFA World Cup,6.0,0.0,Victoria,Victoria,1,0.2509,0.2422,0.5069,9,7,2,2,0,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-17,Czech Republic,Ghana,FIFA World Cup,0.0,2.0,Derrota,Victoria,0,0.2111,0.2223,0.5666,13,7,6,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-17,Italy,United States,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.1662,0.2099,0.6238,9,7,2,4,2,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-17,Portugal,Iran,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1669,0.245,0.5881,13,10,3,1,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-18,Brazil,Australia,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1559,0.1815,0.6626,15,13,2,3,1,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-18,France,South Korea,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2162,0.2252,0.5586,10,8,2,2,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-18,Japan,Croatia,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.3212,0.2566,0.4222,5,4,1,1,0,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-19,Togo,Switzerland,FIFA World Cup,0.0,2.0,Derrota,Derrota,1,0.5335,0.2095,0.257,3,9,-6,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-19,Saudi Arabia,Ukraine,FIFA World Cup,0.0,4.0,Derrota,Derrota,1,0.5039,0.2302,0.2659,4,10,-6,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-19,Spain,Tunisia,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.2416,0.2426,0.5158,13,6,7,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-20,Costa Rica,Poland,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.7736,0.1386,0.0878,0,6,-6,0,0,2,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-20,Germany,Ecuador,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.1738,0.1884,0.6378,13,7,6,0,0,0,0,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-20,Paraguay,Trinidad and Tobago,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.2076,0.2385,0.5539,5,1,4,0,2,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-20,Sweden,England,FIFA World Cup,2.0,2.0,Empate,Empate,1,0.316,0.4903,0.1936,6,15,-9,4,6,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-21,Netherlands,Argentina,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.2325,0.3262,0.4413,13,12,1,4,2,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-21,Portugal,Mexico,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.1586,0.2367,0.6047,15,7,8,0,1,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-21,Iran,Angola,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2058,0.2311,0.5631,7,4,3,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-21,Ivory Coast,Serbia,FIFA World Cup,3.0,2.0,Victoria,Victoria,1,0.1858,0.182,0.6322,5,4,1,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-22,Croatia,Australia,FIFA World Cup,2.0,2.0,Empate,Derrota,0,0.4226,0.3007,0.2767,2,10,-8,1,1,2,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-22,Czech Republic,Italy,FIFA World Cup,0.0,2.0,Derrota,Victoria,0,0.2213,0.232,0.5467,12,9,3,2,1,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-22,Ghana,United States,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2787,0.1949,0.5264,10,7,3,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-22,Japan,Brazil,FIFA World Cup,1.0,4.0,Derrota,Derrota,1,0.6561,0.2279,0.116,6,15,-9,0,2,5,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-23,Saudi Arabia,Spain,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.6417,0.204,0.1543,4,13,-9,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-23,Switzerland,South Korea,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.2886,0.2275,0.4839,9,8,1,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-23,Togo,France,FIFA World Cup,0.0,2.0,Derrota,Derrota,1,0.5591,0.2306,0.2103,3,11,-8,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-23,Ukraine,Tunisia,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2451,0.2492,0.5057,10,5,5,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-24,Argentina,Mexico,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.1344,0.2126,0.653,10,4,6,4,5,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-24,Germany,Sweden,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1489,0.2353,0.6158,13,7,6,5,3,2,0,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-25,England,Ecuador,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1443,0.1773,0.6784,13,7,6,1,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-25,Portugal,Netherlands,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2068,0.2723,0.5209,15,11,4,5,3,1,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-26,Italy,Australia,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2291,0.2334,0.5374,9,8,1,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-26,Switzerland,Ukraine,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.3401,0.2924,0.3675,11,12,-1,0,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-27,Brazil,Ghana,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.1181,0.1903,0.6916,15,12,3,1,0,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-27,Spain,France,FIFA World Cup,1.0,3.0,Derrota,Derrota,1,0.3947,0.3159,0.2894,15,11,4,2,2,6,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-30,Italy,Ukraine,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.168,0.2905,0.5415,11,10,1,2,1,0,1,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-06-30,Germany,Argentina,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2841,0.3303,0.3856,15,13,2,2,3,5,0,World Cup,2006,6,Entrenamiento,Gradient Boosting
2006-07-01,Brazil,France,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.2624,0.2363,0.5013,15,11,4,3,4,3,1,World Cup,2006,7,Entrenamiento,Gradient Boosting
2006-07-01,England,Portugal,FIFA World Cup,0.0,0.0,Empate,Empate,1,0.3026,0.4388,0.2585,13,15,-2,1,7,2,1,World Cup,2006,7,Entrenamiento,Gradient Boosting
2006-07-04,Germany,Italy,FIFA World Cup,0.0,2.0,Derrota,Victoria,0,0.2267,0.3383,0.4351,13,13,0,4,3,3,0,World Cup,2006,7,Entrenamiento,Gradient Boosting
2006-07-05,Portugal,France,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.5166,0.2697,0.2137,13,11,2,2,0,8,1,World Cup,2006,7,Entrenamiento,Gradient Boosting
2006-07-08,Germany,Portugal,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.2147,0.3407,0.4446,10,10,0,3,4,3,0,World Cup,2006,7,Entrenamiento,Gradient Boosting
2006-07-09,Italy,France,FIFA World Cup,1.0,1.0,Empate,Derrota,0,0.3634,0.3127,0.324,13,13,0,2,4,4,1,World Cup,2006,7,Entrenamiento,Gradient Boosting
2010-06-11,South Africa,Mexico,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.1682,0.2873,0.5445,13,9,4,1,0,2,0,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-11,Uruguay,France,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.1959,0.3142,0.4899,10,5,5,2,2,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-12,England,United States,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2057,0.2295,0.5648,12,9,3,7,0,2,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-12,South Korea,Greece,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1512,0.2401,0.6087,9,5,4,1,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-12,Argentina,Nigeria,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1178,0.1874,0.6948,15,11,4,2,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-13,Algeria,Slovenia,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.7144,0.1514,0.1343,3,12,-9,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-13,Germany,Australia,FIFA World Cup,4.0,0.0,Victoria,Victoria,1,0.1796,0.1982,0.6222,10,10,0,2,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-13,Serbia,Ghana,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.1539,0.2116,0.6345,10,6,4,1,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-14,Italy,Paraguay,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2039,0.2326,0.5634,6,8,-2,2,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-14,Japan,Cameroon,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1764,0.2513,0.5723,3,3,0,2,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-14,Netherlands,Denmark,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.2432,0.2681,0.4887,13,6,7,3,5,2,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-15,Brazil,North Korea,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.0813,0.1231,0.7956,15,2,13,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-15,Ivory Coast,Portugal,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.5331,0.2215,0.2454,7,13,-6,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-15,New Zealand,Slovakia,FIFA World Cup,1.0,1.0,Empate,Derrota,0,0.4596,0.2412,0.2993,6,7,-1,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-16,Honduras,Chile,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.4859,0.2675,0.2466,2,12,-10,2,0,3,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-16,South Africa,Uruguay,FIFA World Cup,0.0,3.0,Derrota,Victoria,0,0.2884,0.2808,0.4308,11,11,0,0,1,1,0,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-16,Spain,Switzerland,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.102,0.1689,0.7292,15,2,13,9,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-17,Argentina,South Korea,FIFA World Cup,4.0,1.0,Victoria,Victoria,1,0.1121,0.1711,0.7168,15,9,6,2,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-17,France,Mexico,FIFA World Cup,0.0,2.0,Derrota,Victoria,0,0.1691,0.2186,0.6124,5,7,-2,5,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-17,Greece,Nigeria,FIFA World Cup,2.0,1.0,Victoria,Derrota,0,0.4347,0.2949,0.2704,4,8,-4,1,0,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-18,England,Algeria,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.1109,0.1733,0.7158,10,3,7,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-18,Germany,Serbia,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.1595,0.2112,0.6293,12,7,5,2,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-18,Slovenia,United States,FIFA World Cup,2.0,2.0,Empate,Victoria,0,0.2519,0.208,0.5402,12,7,5,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-19,Cameroon,Denmark,FIFA World Cup,1.0,2.0,Derrota,Victoria,0,0.3464,0.2416,0.412,2,3,-1,1,0,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-19,Ghana,Australia,FIFA World Cup,1.0,1.0,Empate,Derrota,0,0.4145,0.2965,0.289,6,9,-3,1,1,4,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
