Fecha,Equipo_Local,Equipo_Visitante,Torneo,Goles_Local,Goles_Visitante,Resultado_Real,Prediccion,Prediccion_Correcta,Prob_Derrota,Prob_Empate,Prob_Victoria,Forma_Local_Pts,Forma_Visit_Pts,Dif_Forma_Pts,H2H_Victorias,H2H_Empates,H2H_Derrotas,Campo_Neutral,Tipo_Torneo,Año,Mes,Conjunto_ML,Modelo
2010-06-19,Netherlands,Japan,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1003,0.1554,0.7443,15,3,12,1,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-20,Brazil,Ivory Coast,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.1184,0.1312,0.7504,15,5,10,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-20,Italy,New Zealand,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.1616,0.2405,0.5979,6,4,2,1,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-20,Slovakia,Paraguay,FIFA World Cup,0.0,2.0,Derrota,Derrota,1,0.4316,0.2369,0.3315,5,8,-3,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-21,Chile,Switzerland,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2235,0.2393,0.5372,12,4,8,1,0,2,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-21,Portugal,North Korea,FIFA World Cup,7.0,0.0,Victoria,Victoria,1,0.0991,0.2247,0.6762,11,2,9,1,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-21,Spain,Honduras,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.1683,0.223,0.6087,12,2,10,0,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-22,Greece,Argentina,FIFA World Cup,0.0,2.0,Derrota,Derrota,1,0.6413,0.2381,0.1205,4,15,-11,0,0,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-22,Mexico,Uruguay,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.2954,0.266,0.4386,10,11,-1,5,3,2,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-22,Nigeria,South Korea,FIFA World Cup,2.0,2.0,Empate,Derrota,0,0.473,0.2521,0.2749,5,6,-1,0,1,2,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-22,South Africa,France,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.337,0.2811,0.3819,10,5,5,0,1,2,0,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-23,Australia,Serbia,FIFA World Cup,2.0,1.0,Victoria,Derrota,0,0.4184,0.224,0.3576,7,7,0,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-23,Ghana,Germany,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.6281,0.1999,0.172,7,12,-5,0,0,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-23,Slovenia,England,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.3975,0.2976,0.3049,13,11,2,0,0,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-23,United States,Algeria,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2379,0.1996,0.5626,8,4,4,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-24,Denmark,Japan,FIFA World Cup,1.0,3.0,Derrota,Victoria,0,0.1876,0.1898,0.6225,6,3,3,1,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-24,Cameroon,Netherlands,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.7005,0.1498,0.1497,1,15,-14,0,1,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-24,Slovakia,Italy,FIFA World Cup,3.0,2.0,Victoria,Derrota,0,0.4083,0.2466,0.3452,5,4,1,0,0,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-24,Paraguay,New Zealand,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.1883,0.2138,0.5979,8,5,3,1,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-25,Portugal,Brazil,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.5616,0.1997,0.2387,11,15,-4,2,1,7,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-25,Switzerland,Honduras,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.3003,0.2179,0.4819,4,2,2,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-25,Chile,Spain,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.5113,0.2518,0.2369,15,12,3,0,1,6,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-25,North Korea,Ivory Coast,FIFA World Cup,0.0,3.0,Derrota,Derrota,1,0.61,0.1926,0.1975,1,5,-4,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-26,United States,Ghana,FIFA World Cup,1.0,2.0,Derrota,Victoria,0,0.3441,0.2401,0.4158,11,7,4,0,0,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-26,Uruguay,South Korea,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.1004,0.2155,0.6841,13,4,9,4,1,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-27,Argentina,Mexico,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.0983,0.1576,0.744,15,10,5,6,3,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-27,Germany,England,FIFA World Cup,4.0,1.0,Victoria,Victoria,1,0.3111,0.3102,0.3786,12,11,1,5,2,3,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-28,Brazil,Chile,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.1422,0.1829,0.6749,13,12,1,8,1,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-28,Netherlands,Slovakia,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2173,0.2115,0.5713,15,8,7,0,0,0,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-29,Paraguay,Japan,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.2463,0.3075,0.4462,9,6,3,2,3,1,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-06-29,Spain,Portugal,FIFA World Cup,1.0,0.0,Victoria,Derrota,0,0.4328,0.2824,0.2848,12,11,1,1,6,3,1,World Cup,2010,6,Entrenamiento,Gradient Boosting
2010-07-02,Netherlands,Brazil,FIFA World Cup,2.0,1.0,Victoria,Derrota,0,0.3732,0.3095,0.3173,15,13,2,2,4,3,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2010-07-02,Uruguay,Ghana,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2196,0.2709,0.5095,13,10,3,0,0,0,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2010-07-03,Argentina,Germany,FIFA World Cup,0.0,4.0,Derrota,Victoria,0,0.2008,0.1974,0.6017,15,12,3,5,3,2,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2010-07-03,Paraguay,Spain,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.4795,0.2636,0.2569,9,12,-3,0,2,1,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2010-07-06,Uruguay,Netherlands,FIFA World Cup,2.0,3.0,Derrota,Victoria,0,0.268,0.2546,0.4774,11,15,-4,3,0,1,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2010-07-07,Germany,Spain,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.3119,0.2763,0.4117,12,12,0,4,3,3,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2010-07-10,Uruguay,Germany,FIFA World Cup,2.0,3.0,Derrota,Derrota,1,0.5184,0.2707,0.2109,10,9,1,1,2,6,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2010-07-11,Netherlands,Spain,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.403,0.2638,0.3332,15,15,0,4,1,4,1,World Cup,2010,7,Entrenamiento,Gradient Boosting
2014-06-12,Brazil,Croatia,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.0845,0.1142,0.8013,15,11,4,1,1,0,0,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-13,Spain,Netherlands,FIFA World Cup,1.0,5.0,Derrota,Victoria,0,0.3313,0.2594,0.4093,12,8,4,5,1,4,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-13,Chile,Australia,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.2185,0.2247,0.5568,9,7,2,2,1,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-13,Mexico,Cameroon,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1441,0.2398,0.6161,9,7,2,1,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-14,Colombia,Greece,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.1743,0.1767,0.649,9,6,3,1,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-14,England,Italy,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.4808,0.2722,0.247,8,4,4,2,3,5,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-14,Ivory Coast,Japan,FIFA World Cup,2.0,1.0,Victoria,Derrota,0,0.451,0.2273,0.3217,8,15,-7,1,0,2,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-14,Uruguay,Costa Rica,FIFA World Cup,1.0,3.0,Derrota,Victoria,0,0.0744,0.2231,0.7025,11,1,10,5,2,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-15,Argentina,Bosnia and Herzegovina,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.0856,0.2094,0.705,11,9,2,2,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-15,France,Honduras,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.1187,0.0979,0.7834,13,3,10,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-15,Switzerland,Ecuador,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2195,0.2024,0.5781,10,6,4,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-16,Ghana,United States,FIFA World Cup,1.0,2.0,Derrota,Victoria,0,0.2669,0.1781,0.555,6,9,-3,2,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-16,Iran,Nigeria,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.3665,0.3132,0.3203,6,6,0,0,0,1,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-16,Germany,Portugal,FIFA World Cup,4.0,0.0,Victoria,Victoria,1,0.3073,0.282,0.4107,11,13,-2,5,3,2,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-17,Belgium,Algeria,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2127,0.2359,0.5514,10,12,-2,1,1,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-17,Brazil,Mexico,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.1713,0.1943,0.6344,15,9,6,4,1,5,0,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-17,Russia,South Korea,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.1201,0.1285,0.7514,13,3,10,1,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-18,Australia,Netherlands,FIFA World Cup,2.0,3.0,Derrota,Derrota,1,0.3863,0.2594,0.3543,4,10,-6,1,2,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-18,Cameroon,Croatia,FIFA World Cup,0.0,4.0,Derrota,Derrota,1,0.4066,0.2111,0.3823,7,10,-3,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-18,Spain,Chile,FIFA World Cup,0.0,2.0,Derrota,Victoria,0,0.1837,0.2555,0.5608,9,9,0,8,2,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-19,Colombia,Ivory Coast,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2779,0.232,0.4901,9,8,1,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-19,Japan,Greece,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.1808,0.1859,0.6333,12,5,7,1,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-19,Uruguay,England,FIFA World Cup,2.0,1.0,Victoria,Derrota,0,0.3414,0.3329,0.3257,8,8,0,4,3,3,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-20,Italy,Costa Rica,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.1607,0.224,0.6152,6,4,2,1,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-20,Switzerland,France,FIFA World Cup,2.0,5.0,Derrota,Derrota,1,0.4722,0.2823,0.2455,10,13,-3,3,3,4,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-20,Honduras,Ecuador,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.4437,0.2572,0.2991,2,5,-3,2,5,3,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-21,Nigeria,Bosnia and Herzegovina,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.2788,0.2482,0.473,6,6,0,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-21,Argentina,Iran,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1775,0.2187,0.6038,13,7,6,0,1,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-21,Germany,Ghana,FIFA World Cup,2.0,2.0,Empate,Victoria,0,0.1652,0.1871,0.6477,11,6,5,2,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-22,Belgium,Russia,FIFA World Cup,1.0,0.0,Victoria,Derrota,0,0.3696,0.2745,0.3559,13,11,2,3,1,4,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-22,South Korea,Algeria,FIFA World Cup,2.0,4.0,Derrota,Derrota,1,0.4849,0.2894,0.2257,4,12,-8,1,0,1,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-22,United States,Portugal,FIFA World Cup,2.0,2.0,Empate,Derrota,0,0.3876,0.2976,0.3148,12,10,2,2,1,2,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-23,Australia,Spain,FIFA World Cup,0.0,3.0,Derrota,Derrota,1,0.5333,0.169,0.2977,1,9,-8,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-23,Brazil,Cameroon,FIFA World Cup,4.0,1.0,Victoria,Victoria,1,0.065,0.1248,0.8102,13,4,9,3,0,1,0,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-23,Croatia,Mexico,FIFA World Cup,1.0,3.0,Derrota,Victoria,0,0.2926,0.2343,0.4731,10,7,3,2,0,1,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-23,Netherlands,Chile,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.2438,0.2516,0.5046,13,9,4,0,1,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-24,Costa Rica,England,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.4118,0.2776,0.3107,7,5,2,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-24,Greece,Ivory Coast,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.35,0.2512,0.3988,6,7,-1,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-24,Italy,Uruguay,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.3935,0.2687,0.3378,5,10,-5,2,4,3,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-24,Japan,Colombia,FIFA World Cup,1.0,4.0,Derrota,Derrota,1,0.4829,0.2709,0.2462,10,11,-1,0,1,1,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-25,Bosnia and Herzegovina,Iran,FIFA World Cup,3.0,1.0,Victoria,Derrota,0,0.6081,0.2201,0.1719,6,6,0,0,1,4,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-25,Ecuador,France,FIFA World Cup,0.0,0.0,Empate,Derrota,0,0.636,0.183,0.1811,5,13,-8,0,0,1,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-25,Honduras,Switzerland,FIFA World Cup,0.0,3.0,Derrota,Derrota,1,0.5534,0.1958,0.2508,2,10,-8,0,1,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-25,Nigeria,Argentina,FIFA World Cup,2.0,3.0,Derrota,Derrota,1,0.4424,0.3306,0.227,6,13,-7,1,1,4,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-26,South Korea,Belgium,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.6376,0.2131,0.1493,4,15,-11,0,1,2,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-26,Algeria,Russia,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2792,0.1945,0.5263,12,8,4,0,1,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-26,United States,Germany,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.4944,0.2272,0.2784,10,9,1,3,0,6,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-26,Portugal,Ghana,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.3593,0.2284,0.4123,8,4,4,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-28,Brazil,Chile,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.0643,0.1497,0.7861,13,9,4,9,1,0,0,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-28,Colombia,Uruguay,FIFA World Cup,2.0,0.0,Victoria,Derrota,0,0.4514,0.1838,0.3648,13,12,1,2,2,6,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-29,Costa Rica,Greece,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.298,0.2122,0.4898,8,8,0,0,0,0,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-29,Netherlands,Mexico,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2164,0.2752,0.5083,15,7,8,3,1,2,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-30,France,Nigeria,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.2862,0.258,0.4558,11,5,6,0,0,1,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-06-30,Germany,Algeria,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.3194,0.2543,0.4263,11,10,1,0,0,2,1,World Cup,2014,6,Entrenamiento,Gradient Boosting
2014-07-01,Argentina,Switzerland,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1593,0.1829,0.6578,15,12,3,4,2,0,1,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-01,Belgium,United States,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2359,0.2006,0.5635,15,10,5,5,0,1,1,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-04,Brazil,Colombia,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.1258,0.1876,0.6865,11,15,-4,5,5,0,0,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-04,France,Germany,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.3608,0.1568,0.4824,13,13,0,6,1,3,1,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-05,Argentina,Belgium,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1841,0.2288,0.5871,15,15,0,3,0,1,1,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-05,Netherlands,Costa Rica,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.2634,0.2216,0.515,15,9,6,0,0,0,1,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-08,Brazil,Germany,FIFA World Cup,1.0,7.0,Derrota,Victoria,0,0.1936,0.2244,0.582,11,13,-2,5,3,2,0,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-09,Netherlands,Argentina,FIFA World Cup,0.0,0.0,Empate,Victoria,0,0.2985,0.2831,0.4184,13,15,-2,4,3,1,1,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-12,Brazil,Netherlands,FIFA World Cup,0.0,3.0,Derrota,Victoria,0,0.2331,0.2404,0.5266,8,11,-3,3,5,2,0,World Cup,2014,7,Entrenamiento,Gradient Boosting
2014-07-13,Germany,Argentina,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.3319,0.2701,0.398,13,13,0,3,3,4,1,World Cup,2014,7,Entrenamiento,Gradient Boosting
2018-06-14,Russia,Saudi Arabia,FIFA World Cup,5.0,0.0,Victoria,Derrota,0,0.5275,0.19,0.2825,2,6,-4,0,0,1,0,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-15,Egypt,Uruguay,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.584,0.2291,0.187,2,10,-8,0,0,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-15,Morocco,Iran,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.2694,0.2531,0.4775,13,9,4,0,2,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-15,Portugal,Spain,FIFA World Cup,3.0,3.0,Empate,Derrota,0,0.3656,0.2754,0.3589,8,9,-1,2,6,2,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-16,Peru,Denmark,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.2368,0.2335,0.5298,13,8,5,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-16,Croatia,Nigeria,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.2489,0.2331,0.5181,7,4,3,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-16,France,Australia,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.3032,0.2341,0.4627,10,10,0,2,1,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-16,Argentina,Iceland,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2171,0.1337,0.6492,9,4,5,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-17,Germany,Mexico,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.2772,0.247,0.4759,5,7,-2,5,4,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-17,Brazil,Switzerland,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.2726,0.2572,0.4702,13,11,2,3,3,2,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-17,Costa Rica,Serbia,FIFA World Cup,0.0,1.0,Derrota,Derrota,1,0.4364,0.2069,0.3567,6,7,-1,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-18,Sweden,South Korea,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.212,0.1973,0.5906,5,4,1,1,2,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-18,Belgium,Panama,FIFA World Cup,3.0,0.0,Victoria,Victoria,1,0.1118,0.0982,0.79,13,4,9,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-18,Tunisia,England,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.5537,0.243,0.2033,8,11,-3,0,1,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-19,Colombia,Japan,FIFA World Cup,1.0,2.0,Derrota,Victoria,0,0.164,0.1847,0.6513,8,4,4,2,1,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-19,Poland,Senegal,FIFA World Cup,1.0,2.0,Derrota,Victoria,0,0.3815,0.1783,0.4403,7,6,1,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-19,Russia,Egypt,FIFA World Cup,3.0,1.0,Victoria,Victoria,1,0.2541,0.1848,0.5611,4,2,2,0,0,0,0,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-20,Portugal,Morocco,FIFA World Cup,1.0,0.0,Victoria,Derrota,0,0.5721,0.2085,0.2194,6,10,-4,0,0,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-20,Uruguay,Saudi Arabia,FIFA World Cup,1.0,0.0,Victoria,Victoria,1,0.1871,0.217,0.5959,12,3,9,0,1,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-20,Iran,Spain,FIFA World Cup,0.0,1.0,Derrota,Victoria,0,0.3368,0.1973,0.4659,12,9,3,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-21,Denmark,Australia,FIFA World Cup,1.0,1.0,Empate,Victoria,0,0.1931,0.2162,0.5907,11,7,4,2,0,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-21,France,Peru,FIFA World Cup,1.0,0.0,Victoria,Derrota,0,0.4134,0.2308,0.3558,13,10,3,0,0,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-21,Argentina,Croatia,FIFA World Cup,0.0,3.0,Derrota,Victoria,0,0.3153,0.207,0.4777,7,9,-2,2,1,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-22,Serbia,Switzerland,FIFA World Cup,1.0,2.0,Derrota,Victoria,0,0.3395,0.3006,0.3599,9,11,-2,1,3,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-22,Brazil,Costa Rica,FIFA World Cup,2.0,0.0,Victoria,Victoria,1,0.071,0.1616,0.7674,13,3,10,9,0,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-22,Nigeria,Iceland,FIFA World Cup,2.0,0.0,Victoria,Derrota,0,0.4202,0.2001,0.3798,1,2,-1,0,0,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-23,Belgium,Tunisia,FIFA World Cup,5.0,2.0,Victoria,Victoria,1,0.2276,0.1386,0.6338,13,5,8,1,1,1,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-23,South Korea,Mexico,FIFA World Cup,1.0,2.0,Derrota,Derrota,1,0.5246,0.2501,0.2253,4,7,-3,2,2,6,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-23,Germany,Sweden,FIFA World Cup,2.0,1.0,Victoria,Victoria,1,0.2366,0.2118,0.5516,4,5,-1,5,5,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-24,England,Panama,FIFA World Cup,6.0,1.0,Victoria,Victoria,1,0.1226,0.1023,0.7751,13,4,9,0,0,0,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-24,Japan,Senegal,FIFA World Cup,2.0,2.0,Empate,Derrota,0,0.5973,0.1899,0.2128,6,8,-2,0,1,2,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-24,Poland,Colombia,FIFA World Cup,0.0,3.0,Derrota,Derrota,1,0.4405,0.248,0.3114,7,8,-1,2,0,3,1,World Cup,2018,6,Prueba,Gradient Boosting
2018-06-25,Russia,Uruguay,FIFA World Cup,0.0,3.0,Derrota,Victoria,0,0.1073,0.2316,0.6611,7,15,-8,6,1,1,0,World Cup,2018,6,Prueba,Gradient Boosting
